MCM Name,Smiles String,InChl Identifier,formula,idx_species
DMCNO3, COC(=O)OCON(=O)=O ," InChI=1S/C3H5NO6/c1-8-3(5)9-2-10-4(6)7/h2H2,1H3 ",C3H5NO6,379
DMCO, COC(=O)OC[O] ," InChI=1S/C3H5O4/c1-6-3(5)7-2-4/h2H2,1H3 ",C3H5O4,380
DMCOH, COC(=O)OCO ," InChI=1S/C3H6O4/c1-6-3(5)7-2-4/h4H,2H2,1H3 ",C3H6O4,381
C527OOH, OOC(C(OO)(CO)C)C=O ," InChI=1S/C5H10O6/c1-5(3-7,11-9)4(2-6)10-8/h2,4,7-9H,3H2,1H3 ",C5H10O6,382
C527NO3, O=CC(C(OO)(CO)C)O[N+](=O)[O-] ," InChI=1S/C5H9NO7/c1-5(3-8,13-11)4(2-7)12-6(9)10/h2,4,8,11H,3H2,1H3 ",C5H9NO7,383
C527O, O=CC(C(OO)(CO)C)[O] ," InChI=1S/C5H9O5/c1-5(3-7,10-9)4(8)2-6/h2,4,7,9H,3H2,1H3 ",C5H9O5,384
M3FOOA, O=COC=CC(=[O+][O-])C ," InChI=1S/C5H6O4/c1-5(9-7)2-3-8-4-6/h2-4H,1H3 ",C5H6O4,385
HOCH2CO2H, OCC(=O)O ," InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5) ",C2H4O3,386
HOCH2CO3H, OCC(=O)OO ," InChI=1S/C2H4O4/c3-1-2(4)6-5/h3,5H,1H2 ",C2H4O4,387
PHAN, OCC(=O)OON(=O)=O ," InChI=1S/C2H3NO6/c4-1-2(5)8-9-3(6)7/h4H,1H2 ",C2H3NO6,388
INCNCHO, O=CC(ON(=O)=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H8N2O8/c1-5(9,3-14-6(10)11)4(2-8)15-7(12)13/h2,4,9H,3H2,1H3 ",C5H8N2O8,389
C59O, OCC(=O)C(C)([O])CO ," InChI=1S/C5H9O4/c1-5(9,3-7)4(8)2-6/h6-7H,2-3H2,1H3 ",C5H9O4,390
INCGLYOX, O=CC(=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H7NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,9H,3H2,1H3 ",C5H7NO6,391
HCOCO2H, O=CC(=O)O ," InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5) ",C2H2O3,392
HCOCO3, [O]OC(=O)C=O , InChI=1S/C2HO4/c3-1-2(4)6-5/h1H ,C2HO4,393
CONM2CO3, [O]OC(=O)C(C)(C=O)ON(=O)=O ," InChI=1S/C4H4NO7/c1-4(2-6,3(7)11-10)12-5(8)9/h2H,1H3 ",C4H4NO7,394
MACRNCO2H, OCC(C)(ON(=O)=O)C(=O)O ," InChI=1S/C4H7NO6/c1-4(2-6,3(7)8)11-5(9)10/h6H,2H2,1H3,(H,7,8) ",C4H7NO6,395
MACRNCO3H, OOC(=O)C(C)(CO)ON(=O)=O ," InChI=1S/C4H7NO7/c1-4(2-6,3(7)11-10)12-5(8)9/h6,10H,2H2,1H3 ",C4H7NO7,396
MACRNPAN, OCC(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C4H6N2O9/c1-4(2-7,14-5(9)10)3(8)13-15-6(11)12/h7H,2H2,1H3 ",C4H6N2O9,397
IPRHOCO3, [O]OC(=O)C(C)(C)O ," InChI=1S/C4H7O4/c1-4(2,6)3(5)8-7/h6H,1-2H3 ",C4H7O4,398
MACRNBCO2H, O=N(=O)OCC(C)(O)C(=O)O ," InChI=1S/C4H7NO6/c1-4(8,3(6)7)2-11-5(9)10/h8H,2H2,1H3,(H,6,7) ",C4H7NO6,399
MACRNBCO3H, O=N(=O)OCC(C)(O)C(=O)O ," InChI=1S/C4H7NO6/c1-4(8,3(6)7)2-11-5(9)10/h8H,2H2,1H3,(H,6,7) ",C4H7NO6,400
MACRNBPAN, O=N(=O)OOC(=O)C(C)(O)CON(=O)=O ," InChI=1S/C4H6N2O9/c1-4(8,2-13-5(9)10)3(7)14-15-6(11)12/h8H,2H2,1H3 ",C4H6N2O9,401
CHOMOHCO3H, CC(O)(C=O)C(=O)OO ," InChI=1S/C4H6O5/c1-4(7,2-5)3(6)9-8/h2,7-8H,1H3 ",C4H6O5,402
CHOMOHPAN, O=CC(C)(O)C(=O)OON(=O)=O ," InChI=1S/C4H5NO7/c1-4(8,2-6)3(7)11-12-5(9)10/h2,8H,1H3 ",C4H5NO7,403
PRNO3CO3, [O]OC(=O)C(C)ON(=O)=O ," InChI=1S/C3H4NO6/c1-2(3(5)10-8)9-4(6)7/h2H,1H3 ",C3H4NO6,404
PROPALO, CC([O])C=O ," InChI=1S/C3H5O2/c1-3(5)2-4/h2-3H,1H3 ",C3H5O2,405
HCOCH2O, [O]CC=O ," InChI=1S/C2H3O2/c3-1-2-4/h1H,2H2 ",C2H3O2,406
CH3CHOHCO3, [O]OC(=O)C(C)O ," InChI=1S/C3H5O4/c1-2(4)3(5)7-6/h2,4H,1H3 ",C3H5O4,407
CO2H3CO3H, CC(=O)C(O)C(=O)OO ," InChI=1S/C4H6O5/c1-2(5)3(6)4(7)9-8/h3,6,8H,1H3 ",C4H6O5,408
C4PAN6, O=N(=O)OOC(=O)C(O)C(=O)C ," InChI=1S/C4H5NO7/c1-2(6)3(7)4(8)11-12-5(9)10/h3,7H,1H3 ",C4H5NO7,409
CO2N3CO3, [O]OC(=O)C(ON(=O)=O)C(=O)C ," InChI=1S/C4H4NO7/c1-2(6)3(4(7)12-10)11-5(8)9/h3H,1H3 ",C4H4NO7,410
ACO2H, OC(=O)C=C ," InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5) ",C3H4O2,411
ACO3H, OOC(=O)C=C ," InChI=1S/C3H4O3/c1-2-3(4)6-5/h2,5H,1H2 ",C3H4O3,412
ACRPAN, C=CC(=O)OON(=O)=O ," InChI=1S/C3H3NO5/c1-2-3(5)8-9-4(6)7/h2H,1H2 ",C3H3NO5,413
HMGLOO, [O-][O+]=CC(=O)CO ," InChI=1S/C3H4O4/c4-1-3(5)2-7-6/h2,4H,1H2 ",C3H4O4,414
MVKOHAOOH, OOCC(O)C(=O)CO ," InChI=1S/C4H8O5/c5-1-3(6)4(7)2-9-8/h4-5,7-8H,1-2H2 ",C4H8O5,415
MVKOHANO3, OCC(=O)C(O)CON(=O)=O ," InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h4,6,8H,1-2H2 ",C4H7NO6,416
MVKOHAO, OCC(=O)C(O)C[O] ," InChI=1S/C4H7O4/c5-1-3(7)4(8)2-6/h3,6-7H,1-2H2 ",C4H7O4,417
H13CO2CHO, OC(C=O)C(=O)CO ," InChI=1S/C4H6O4/c5-1-3(7)4(8)2-6/h1,3,6-7H,2H2 ",C4H6O4,418
MVKOHAOH, OCC(=O)C(O)CO ," InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h3,5-7H,1-2H2 ",C4H8O4,419
MVKOHBOOH, OCC(=O)C(CO)OO ," InChI=1S/C4H8O5/c5-1-3(7)4(2-6)9-8/h4-6,8H,1-2H2 ",C4H8O5,420
MVKOHBO, OCC(=O)C([O])CO ," InChI=1S/C4H7O4/c5-1-3(7)4(8)2-6/h3,5-6H,1-2H2 ",C4H7O4,421
H14CO23C4, OCC(=O)C(=O)CO ," InChI=1S/C4H6O4/c5-1-3(7)4(8)2-6/h5-6H,1-2H2 ",C4H6O4,422
IEACHO, CC(O)(C=O)C1CO1 ," InChI=1S/C5H8O3/c1-5(7,3-6)4-2-8-4/h3-4,7H,2H2,1H3 ",C5H8O3,423
C526OOH, OCC(C(C=O)(OO)C)OO ," InChI=1S/C5H10O6/c1-5(3-7,11-9)4(2-6)10-8/h3-4,6,8-9H,2H2,1H3 ",C5H10O6,424
C526NO3, OCC(C(O[N+](=O)[O-])(C=O)C)OO ," InChI=1S/C5H9NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h3-4,7,11H,2H2,1H3 ",C5H9NO7,425
C526O, OCC(C(C=O)([O])C)OO ," InChI=1S/C5H9O5/c1-5(8,3-7)4(2-6)10-9/h3-4,6,9H,2H2,1H3 ",C5H9O5,426
NC2OO, [O-][O+]=CCON(=O)=O ," InChI=1S/C2H3NO5/c4-3(5)7-1-2-8-6/h2H,1H2 ",C2H3NO5,427
ACLOO, [O-][O+]=C(C)CO ," InChI=1S/C3H6O3/c1-3(2-4)6-5/h4H,2H2,1H3 ",C3H6O3,428
NO3CH2CO3, [O]OC(=O)CON(=O)=O , InChI=1S/C2H2NO6/c4-2(9-7)1-8-3(5)6/h1H2 ,C2H2NO6,429
C3MDIALOOH, OOC(C)(C=O)C=O ," InChI=1S/C4H6O4/c1-4(2-5,3-6)8-7/h2-3,7H,1H3 ",C4H6O4,430
BIACETOOH, CC(=O)C(=O)COO ," InChI=1S/C4H6O4/c1-3(5)4(6)2-8-7/h7H,2H2,1H3 ",C4H6O4,431
CH3COCO3H, CC(=O)C(=O)OO ," InChI=1S/C3H4O4/c1-2(4)3(5)7-6/h6H,1H3 ",C3H4O4,432
PPACLOOA, [O-][O+]=C(C(=O)OO)C ," InChI=1S/C3H4O5/c1-2(7-5)3(4)8-6/h6H,1H3 ",C3H4O5,433
C534O2, O=CC(C(C(=O)OO)(O[O])C)O ," InChI=1S/C5H7O7/c1-5(12-10,3(7)2-6)4(8)11-9/h2-3,7,9H,1H3 ",C5H7O7,434
C4M2ALOHO, O=CC(O)C(C)([O])C=O ," InChI=1S/C5H7O4/c1-5(9,3-7)4(8)2-6/h2-4,8H,1H3 ",C5H7O4,435
C3MCODBCO3, [O]OC(=O)C=C(C)C=O ," InChI=1S/C5H5O4/c1-4(3-6)2-5(7)9-8/h2-3H,1H3 ",C5H5O4,436
MC3CODBCO3, CC(=CC=O)C(=O)O[O] ," InChI=1S/C5H5O4/c1-4(2-3-6)5(7)9-8/h2-3H,1H3 ",C5H5O4,437
C4M2ALOHO2, O=CC(O)C(C)(O[O])C=O ," InChI=1S/C5H7O5/c1-5(3-7,10-9)4(8)2-6/h2-4,8H,1H3 ",C5H7O5,438
PXYFUONE, O=C1OCC=C1C ," InChI=1S/C5H6O2/c1-4-2-3-7-5(4)6/h2H,3H2,1H3 ",C5H6O2,439
HC4ACO2H, OCC(=CC(=O)O)C ," InChI=1S/C5H8O3/c1-4(3-6)2-5(7)8/h2,6H,3H2,1H3,(H,7,8) ",C5H8O3,440
HC4ACO3H, OCC(=CC(=O)OO)C ," InChI=1S/C5H8O4/c1-4(3-6)2-5(7)9-8/h2,6,8H,3H2,1H3 ",C5H8O4,441
C5PAN17, OCC(=CC(=O)OON(=O)=O)C ," InChI=1S/C5H7NO6/c1-4(3-7)2-5(8)11-12-6(9)10/h2,7H,3H2,1H3 ",C5H7NO6,442
C58AOOH, OOC(C=O)C(C)(O)CO ," InChI=1S/C5H10O5/c1-5(8,3-7)4(2-6)10-9/h2,4,7-9H,3H2,1H3 ",C5H10O5,443
C58ANO3, [O-][N+](=O)OC(C(CO)(O)C)C=O ," InChI=1S/C5H9NO6/c1-5(9,3-8)4(2-7)12-6(10)11/h2,4,8-9H,3H2,1H3 ",C5H9NO6,444
C58AO, O=CC([O])C(C)(O)CO ," InChI=1S/C5H9O4/c1-5(9,3-7)4(8)2-6/h2,4,7,9H,3H2,1H3 ",C5H9O4,445
IEB1CHO, CC1(OC1CO)C=O ," InChI=1S/C5H8O3/c1-5(3-7)4(2-6)8-5/h3-4,6H,2H2,1H3 ",C5H8O3,446
IEB4CHO, CC1(CO)OC1C=O ," InChI=1S/C5H8O3/c1-5(3-7)4(2-6)8-5/h2,4,7H,3H2,1H3 ",C5H8O3,447
MACRNOO,     [O-][O+]=CC(C)(CO)ON(=O)=O ," InChI=1S/C4H7NO6/c1-4(2-6,3-10-9)11-5(7)8/h3,6H,2H2,1H3 ",C4H7NO6,448
INB1OOH, OCC(OO)C(C)(CO)ON(=O)=O ," InChI=1S/C5H11NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h4,7-8,11H,2-3H2,1H3 ",C5H11NO7,449
INB1NO3, OCC(ON(=O)=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H10N2O8/c1-5(3-9,15-7(12)13)4(2-8)14-6(10)11/h4,8-9H,2-3H2,1H3 ",C5H10N2O8,450
INB1O, OCC([O])C(C)(CO)ON(=O)=O ," InChI=1S/C5H10NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h4,7-8H,2-3H2,1H3 ",C5H10NO6,451
INB1CO, OCC(=O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H9NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h7-8H,2-3H2,1H3 ",C5H9NO6,452
INB1OH, OCC(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H11NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h4,7-9H,2-3H2,1H3 ",C5H11NO6,453
INB2OOH, OOCC(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H11NO7/c1-5(3-7,13-6(9)10)4(8)2-12-11/h4,7-8,11H,2-3H2,1H3 ",C5H11NO7,454
INB2O, [O]CC(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H10NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h4,8-9H,2-3H2,1H3 ",C5H10NO6,455
IECCHO, CC1(CO1)C(O)C=O ," InChI=1S/C5H8O3/c1-5(3-8-5)4(7)2-6/h2,4,7H,3H2,1H3 ",C5H8O3,456
HCOCO3H, OOC(=O)C=O ," InChI=1S/C2H2O4/c3-1-2(4)6-5/h1,5H ",C2H2O4,457
PPGAOOB, [O-][O+]=CC(=O)OO ," InChI=1S/C2H2O5/c3-2(7-5)1-6-4/h1,5H ",C2H2O5,458
C535O2, OOC(=O)C(C(C=O)(O[O])C)O ," InChI=1S/C5H7O7/c1-5(2-6,12-10)3(7)4(8)11-9/h2-3,7,9H,1H3 ",C5H7O7,459
HPC52OOH, OOCC(C(C=O)O)(OO)C ," InChI=1S/C5H10O6/c1-5(11-9,3-10-8)4(7)2-6/h2,4,7-9H,3H2,1H3 ",C5H10O6,460
HPC52O, CC(C(C=O)O)(COO)[O] ," InChI=1S/C5H9O5/c1-5(8,3-10-9)4(7)2-6/h2,4,7,9H,3H2,1H3 ",C5H9O5,461
HC4CCO2H, OCC=C(C)C(=O)O ," InChI=1S/C5H8O3/c1-4(2-3-6)5(7)8/h2,6H,3H2,1H3,(H,7,8) ",C5H8O3,462
HC4CCO3H, OCC=C(C)C(=O)OO ," InChI=1S/C5H8O4/c1-4(2-3-6)5(7)9-8/h2,6,8H,3H2,1H3 ",C5H8O4,463
C5PAN19, OCC=C(C)C(=O)OON(=O)=O ," InChI=1S/C5H7NO6/c1-4(2-3-7)5(8)11-12-6(9)10/h2,7H,3H2,1H3 ",C5H7NO6,464
C57AOOH, OCC(C(C=O)(O)C)OO ," InChI=1S/C5H10O5/c1-5(8,3-7)4(2-6)10-9/h3-4,6,8-9H,2H2,1H3 ",C5H10O5,465
C57AO, OCC(C(C=O)(O)C)[O] ," InChI=1S/C5H9O4/c1-5(9,3-7)4(8)2-6/h3-4,6,9H,2H2,1H3 ",C5H9O4,466
INDHCHO, OCC(ON(=O)=O)C(C)(O)C=O ," InChI=1S/C5H9NO6/c1-5(9,3-8)4(2-7)12-6(10)11/h3-4,7,9H,2H2,1H3 ",C5H9NO6,467
C57OOH, OCC(O)C(C)(OO)C=O ," InChI=1S/C5H10O5/c1-5(3-7,10-9)4(8)2-6/h3-4,6,8-9H,2H2,1H3 ",C5H10O5,468
C57NO3, OCC(O)C(C)(C=O)ON(=O)=O ," InChI=1S/C5H9NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h3-4,7,9H,2H2,1H3 ",C5H9NO6,469
C57O, OCC(O)C(C)([O])C=O ," InChI=1S/C5H9O4/c1-5(9,3-7)4(8)2-6/h3-4,6,8H,2H2,1H3 ",C5H9O4,470
C57OH, OCC(O)C(C)(O)C=O ," InChI=1S/C5H10O4/c1-5(9,3-7)4(8)2-6/h3-4,6,8-9H,2H2,1H3 ",C5H10O4,471
NC4OO, OCC(ON(=O)=O)C(=[O+][O-])C ," InChI=1S/C4H7NO6/c1-3(11-9)4(2-6)10-5(7)8/h4,6H,2H2,1H3 ",C4H7NO6,472
INDOOH, OCC(ON(=O)=O)C(C)(CO)OO ," InChI=1S/C5H11NO7/c1-5(3-8,13-11)4(2-7)12-6(9)10/h4,7-8,11H,2-3H2,1H3 ",C5H11NO7,473
INDO, OCC(ON(=O)=O)C(C)([O])CO ," InChI=1S/C5H10NO6/c1-5(9,3-8)4(2-7)12-6(10)11/h4,7-8H,2-3H2,1H3 ",C5H10NO6,474
INDOH, OCC(ON(=O)=O)C(C)(O)CO ," InChI=1S/C5H11NO6/c1-5(9,3-8)4(2-7)12-6(10)11/h4,7-9H,2-3H2,1H3 ",C5H11NO6,475
C59OOH, OCC(=O)C(C)(CO)OO ," InChI=1S/C5H10O5/c1-5(3-7,10-9)4(8)2-6/h6-7,9H,2-3H2,1H3 ",C5H10O5,476
INAHPCHO, OOC(C)(C=O)C(O)CON(=O)=O ," InChI=1S/C5H9NO7/c1-5(3-7,13-11)4(8)2-12-6(9)10/h3-4,8,11H,2H2,1H3 ",C5H9NO7,477
INANCHO, O=CC(C)(ON(=O)=O)C(O)CON(=O)=O ," InChI=1S/C5H8N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h3-4,9H,2H2,1H3 ",C5H8N2O8,478
INANCO, OCC(C)(ON(=O)=O)C(=O)CON(=O)=O ," InChI=1S/C5H8N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h8H,2-3H2,1H3 ",C5H8N2O8,479
INAHCHO, O=CC(C)(O)C(O)CON(=O)=O ," InChI=1S/C5H9NO6/c1-5(9,3-7)4(8)2-12-6(10)11/h3-4,8-9H,2H2,1H3 ",C5H9NO6,480
C58NO3CO3, [O]OC(=O)C(O)C(C)(CO)ON(=O)=O ," InChI=1S/C5H8NO8/c1-5(2-7,14-6(10)11)3(8)4(9)13-12/h3,7-8H,2H2,1H3 ",C5H8NO8,481
HOCHOCOOH, OCC(OO)C=O ," InChI=1S/C3H6O4/c4-1-3(2-5)7-6/h1,3,5-6H,2H2 ",C3H6O4,482
CHOCOHCO, [O]C(CO)C=O ," InChI=1S/C3H5O3/c4-1-3(6)2-5/h1,3,5H,2H2 ",C3H5O3,483
OCCOHCOH, OC(CO)C=O ," InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2 ",C3H6O3,484
C32OH13CO, O=CC(O)C=O ," InChI=1S/C3H4O3/c4-1-3(6)2-5/h1-3,6H ",C3H4O3,485
OCCOHCOOH, OC(COO)C=O ," InChI=1S/C3H6O4/c4-1-3(5)2-7-6/h1,3,5-6H,2H2 ",C3H6O4,486
C42AOH, O=CC(O)CON(=O)=O ," InChI=1S/C3H5NO5/c5-1-3(6)2-9-4(7)8/h1,3,6H,2H2 ",C3H5NO5,487
OCCOHCO, OC(C[O])C=O ," InChI=1S/C3H5O3/c4-1-3(6)2-5/h1,3,6H,2H2 ",C3H5O3,488
ETHENO3O2, [O]OCCON(=O)=O , InChI=1S/C2H4NO5/c4-3(5)7-1-2-8-6/h1-2H2 ,C2H4NO5,489
CH2OOA, [O-][O+]=C , InChI=1S/CH2O2/c1-3-2/h1H2 ,CH2O2,490
HOCH2CH2O2, OCCO[O] ," InChI=1S/C2H5O3/c3-1-2-5-4/h3H,1-2H2 ",C2H5O3,491
C524OOH, OCC(=C)C(CO)OO ," InChI=1S/C5H10O4/c1-4(2-6)5(3-7)9-8/h5-8H,1-3H2 ",C5H10O4,492
C524NO3, OCC(=C)C(CO)ON(=O)=O ," InChI=1S/C5H9NO5/c1-4(2-7)5(3-8)11-6(9)10/h5,7-8H,1-3H2 ",C5H9NO5,493
C524O, OCC(=C)C([O])CO ," InChI=1S/C5H9O3/c1-4(2-6)5(8)3-7/h5-7H,1-3H2 ",C5H9O3,494
C524CO, OCC(=O)C(=C)CO ," InChI=1S/C5H8O3/c1-4(2-6)5(8)3-7/h6-7H,1-3H2 ",C5H8O3,495
C524OH, OCC(=C)C(O)CO ," InChI=1S/C5H10O3/c1-4(2-6)5(8)3-7/h5-8H,1-3H2 ",C5H10O3,496
HMACR, OCC(=C)C=O ," InChI=1S/C4H6O2/c1-4(2-5)3-6/h2,6H,1,3H2 ",C4H6O2,497
MMCFO2, [O]OCOC(=O)OC=O ," InChI=1S/C3H3O6/c4-1-7-3(5)8-2-9-6/h1H,2H2 ",C3H3O6,498
C531O2, [O]OCC(=O)C=COC=O ," InChI=1S/C5H5O5/c6-4-9-2-1-5(7)3-10-8/h1-2,4H,3H2 ",C5H5O5,499
M3FOO, O=COC=CC(=[O+][O-])C ," InChI=1S/C5H6O4/c1-5(9-7)2-3-8-4-6/h2-4H,1H3 ",C5H6O4,500
INCNCO3, [O]OC(=O)C(ON(=O)=O)C(C)(O)CON(=O)=O ," InChI=1S/C5H7N2O10/c1-5(9,2-15-6(10)11)3(4(8)17-14)16-7(12)13/h3,9H,2H2,1H3 ",C5H7N2O10,501
CONM2CO2H, O=CC(C)(ON(=O)=O)C(=O)O ," InChI=1S/C4H5NO6/c1-4(2-6,3(7)8)11-5(9)10/h2H,1H3,(H,7,8) ",C4H5NO6,502
CONM2CO3H, OOC(=O)C(C)(C=O)ON(=O)=O ," InChI=1S/C4H5NO7/c1-4(2-6,3(7)11-10)12-5(8)9/h2,10H,1H3 ",C4H5NO7,503
CONM2PAN, O=CC(C)(ON(=O)=O)C(=O)OON(=O)=O ," InChI=1S/C4H4N2O9/c1-4(2-7,14-5(9)10)3(8)13-15-6(11)12/h2H,1H3 ",C4H4N2O9,504
IPRHOCO2H, OC(=O)C(C)(C)O ," InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6) ",C4H8O3,505
IPRHOCO3H, OOC(=O)C(C)(C)O ," InChI=1S/C4H8O4/c1-4(2,6)3(5)8-7/h6-7H,1-2H3 ",C4H8O4,506
C4PAN5, O=N(=O)OOC(=O)C(C)(C)O ," InChI=1S/C4H7NO6/c1-4(2,7)3(6)10-11-5(8)9/h7H,1-2H3 ",C4H7NO6,507
COHM2CO2H, O=CC(C)(O)C(=O)O ," InChI=1S/C4H6O4/c1-4(8,2-5)3(6)7/h2,8H,1H3,(H,6,7) ",C4H6O4,508
COHM2CO3H, CC(O)(C=O)C(=O)OO ," InChI=1S/C4H6O5/c1-4(7,2-5)3(6)9-8/h2,7-8H,1H3 ",C4H6O5,509
COHM2PAN, O=CC(C)(O)C(=O)OON(=O)=O ," InChI=1S/C4H5NO7/c1-4(8,2-6)3(7)11-12-5(9)10/h2,8H,1H3 ",C4H5NO7,510
PRNO3CO2H, O=N(=O)OC(C)C(=O)O ," InChI=1S/C3H5NO5/c1-2(3(5)6)9-4(7)8/h2H,1H3,(H,5,6) ",C3H5NO5,511
PRNO3CO3H, OOC(=O)C(C)ON(=O)=O ," InChI=1S/C3H5NO6/c1-2(3(5)10-8)9-4(6)7/h2,8H,1H3 ",C3H5NO6,512
PRNO3PAN, O=N(=O)OOC(=O)C(C)ON(=O)=O ," InChI=1S/C3H4N2O8/c1-2(11-4(7)8)3(6)12-13-5(9)10/h2H,1H3 ",C3H4N2O8,513
IPROPOLPER, OOC(=O)C(C)O ," InChI=1S/C3H6O4/c1-2(4)3(5)7-6/h2,4,6H,1H3 ",C3H6O4,514
IPROPOLPAN, O=N(=O)OOC(=O)C(C)O ," InChI=1S/C3H5NO6/c1-2(5)3(6)9-10-4(7)8/h2,5H,1H3 ",C3H5NO6,515
CO2N3CO3H, OOC(=O)C(ON(=O)=O)C(=O)C ," InChI=1S/C4H5NO7/c1-2(6)3(4(7)12-10)11-5(8)9/h3,10H,1H3 ",C4H5NO7,516
CO2N3PAN, O=N(=O)OOC(=O)C(ON(=O)=O)C(=O)C ," InChI=1S/C4H4N2O9/c1-2(7)3(13-5(9)10)4(8)14-15-6(11)12/h3H,1H3 ",C4H4N2O9,517
HOCH2COCO2H, OCC(=O)C(=O)O ," InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7) ",C3H4O4,518
H13CO2CO3, OCC(=O)C(O)C(=O)O[O] ," InChI=1S/C4H5O6/c5-1-2(6)3(7)4(8)10-9/h3,5,7H,1H2 ",C4H5O6,519
H1CO23CHO, OCC(=O)C(=O)C=O ," InChI=1S/C4H4O4/c5-1-3(7)4(8)2-6/h1,6H,2H2 ",C4H4O4,520
IEACO3, CC(O)(C1CO1)C(=O)O[O] ," InChI=1S/C5H7O5/c1-5(7,3-2-9-3)4(6)10-8/h3,7H,2H2,1H3 ",C5H7O5,521
IEC2OOH, OCC(=O)C(C)(OO)C=O ," InChI=1S/C5H8O5/c1-5(3-7,10-9)4(8)2-6/h3,6,9H,2H2,1H3 ",C5H8O5,522
NO3CH2CO2H, OC(=O)CON(=O)=O ," InChI=1S/C2H3NO5/c4-2(5)1-8-3(6)7/h1H2,(H,4,5) ",C2H3NO5,523
NO3CH2CO3H, OOC(=O)CON(=O)=O ," InChI=1S/C2H3NO6/c4-2(9-7)1-8-3(5)6/h7H,1H2 ",C2H3NO6,524
NO3CH2PAN, O=C(CON(=O)=O)OON(=O)=O , InChI=1S/C2H2N2O8/c5-2(1-10-3(6)7)11-12-4(8)9/h1H2 ,C2H2N2O8,525
C3MDIALO2, [O]OC(C)(C=O)C=O ," InChI=1S/C4H5O4/c1-4(2-5,3-6)8-7/h2-3H,1H3 ",C4H5O4,526
C3MDIALO, O=CC(C)([O])C=O ," InChI=1S/C4H5O3/c1-4(7,2-5)3-6/h2-3H,1H3 ",C4H5O3,527
BIACETO, CC(=O)C(=O)C[O] ," InChI=1S/C4H5O3/c1-3(6)4(7)2-5/h2H2,1H3 ",C4H5O3,528
BIACETO2, CC(=O)C(=O)CO[O] ," InChI=1S/C4H5O4/c1-3(5)4(6)2-8-7/h2H2,1H3 ",C4H5O4,529
CH3COCO3, CC(=O)C(=O)O[O] , InChI=1S/C3H3O4/c1-2(4)3(5)7-6/h1H3 ,C3H3O4,530
C534OOH, O=CC(C(C(=O)OO)(OO)C)O ," InChI=1S/C5H8O7/c1-5(12-10,3(7)2-6)4(8)11-9/h2-3,7,9-10H,1H3 ",C5H8O7,531
C534O, CC(C(=O)OO)(C(C=O)O)[O] ," InChI=1S/C5H7O6/c1-5(9,3(7)2-6)4(8)11-10/h2-3,7,10H,1H3 ",C5H7O6,532
C3MCODBCO2, O=CC(=CC(=O)[O])C ," InChI=1S/C5H5O3/c1-4(3-6)2-5(7)8/h2-3H,1H3 ",C5H5O3,533
C3MCODBPAN, O=CC(=CC(=O)OON(=O)=O)C ," InChI=1S/C5H5NO6/c1-4(3-7)2-5(8)11-12-6(9)10/h2-3H,1H3 ",C5H5NO6,534
MC3CODBCO2, O=CC=C(C)C(=O)[O] ," InChI=1S/C5H5O3/c1-4(2-3-6)5(7)8/h2-3H,1H3 ",C5H5O3,535
MC3ODBCO2H, O=CC=C(C)C(=O)O ," InChI=1S/C5H6O3/c1-4(2-3-6)5(7)8/h2-3H,1H3,(H,7,8) ",C5H6O3,536
MC3CODBPAN, O=CC=C(C)C(=O)OON(=O)=O ," InChI=1S/C5H5NO6/c1-4(2-3-7)5(8)11-12-6(9)10/h2-3H,1H3 ",C5H5NO6,537
C4M2AL2OH, O=CC(O)C(C)(O)C=O ," InChI=1S/C5H8O4/c1-5(9,3-7)4(8)2-6/h2-4,8-9H,1H3 ",C5H8O4,538
